synthetic_image_name,source_image_name,class,approach,parameters_used
synthetic_broken_rail_0001.jpg,broken_rail_006.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Gaussian Blur, Histogram Equalization"
synthetic_broken_rail_0002.jpg,broken_rail_011.jpg,broken_rail,Standard Augmentation,Rotation
synthetic_broken_rail_0003.jpg,broken_rail_013.jpg,broken_rail,Combined,"Rotation, Rain Weather Overlay, Lighting Variation"
synthetic_broken_rail_0004.jpg,broken_rail_012.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment, Gaussian Blur, Histogram Equalization"
synthetic_broken_rail_0005.jpg,broken_rail_015.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment"
synthetic_broken_rail_0006.jpg,broken_rail_020.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Rain Weather Overlay, Lighting Variation"
synthetic_broken_rail_0007.jpg,broken_rail_014.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment"
synthetic_broken_rail_0008.jpg,broken_rail_010.jpg,broken_rail,Railway Defect Simulation,"Rain Weather Overlay, Lens Dust Spec"
synthetic_broken_rail_0009.jpg,broken_rail_012.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment"
synthetic_broken_rail_0010.jpg,broken_rail_018.jpg,broken_rail,Standard Augmentation,"Rotation, Gaussian Blur"
synthetic_broken_rail_0011.jpg,broken_rail_010.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Contrast Adjustment, Gaussian Blur"
synthetic_broken_rail_0012.jpg,broken_rail_005.jpg,broken_rail,Railway Defect Simulation,
synthetic_broken_rail_0013.jpg,broken_rail_012.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Rain Weather Overlay, Shadow Simulation, Lens Dust Spec"
synthetic_broken_rail_0014.jpg,broken_rail_017.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment"
synthetic_broken_rail_0015.jpg,broken_rail_014.jpg,broken_rail,Combined,"Rotation, Lighting Variation"
synthetic_broken_rail_0016.jpg,broken_rail_013.jpg,broken_rail,Railway Defect Simulation,
synthetic_broken_rail_0017.jpg,broken_rail_014.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Crack Extension, Lighting Variation"
synthetic_broken_rail_0018.jpg,broken_rail_013.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Contrast Adjustment"
synthetic_broken_rail_0019.jpg,broken_rail_016.jpg,broken_rail,Standard Augmentation,"Rotation, Gaussian Blur"
synthetic_broken_rail_0020.jpg,broken_rail_002.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment"
synthetic_broken_rail_0021.jpg,broken_rail_012.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Contrast Adjustment, Gaussian Blur"
synthetic_broken_rail_0022.jpg,broken_rail_002.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment, Gaussian Blur, Histogram Equalization"
synthetic_broken_rail_0023.jpg,broken_rail_005.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Rain Weather Overlay, Lens Dust Spec"
synthetic_broken_rail_0024.jpg,broken_rail_015.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Rust Texture, Lighting Variation"
synthetic_broken_rail_0025.jpg,broken_rail_022.jpg,broken_rail,Combined,"Rotation, Rust Texture, Lighting Variation"
synthetic_broken_rail_0026.jpg,broken_rail_017.jpg,broken_rail,Standard Augmentation,"Rotation, Histogram Equalization"
synthetic_broken_rail_0027.jpg,broken_rail_016.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Rain Weather Overlay, Shadow Simulation"
synthetic_broken_rail_0028.jpg,broken_rail_005.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Histogram Equalization"
synthetic_broken_rail_0029.jpg,broken_rail_007.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Contrast Adjustment, Gaussian Blur"
synthetic_broken_rail_0030.jpg,broken_rail_013.jpg,broken_rail,Railway Defect Simulation,"Fog Weather Overlay, Shadow Simulation"
synthetic_broken_rail_0031.jpg,broken_rail_017.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment"
synthetic_broken_rail_0032.jpg,broken_rail_016.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Crack Extension, Lighting Variation"
synthetic_broken_rail_0033.jpg,broken_rail_014.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Gaussian Blur"
synthetic_broken_rail_0034.jpg,broken_rail_015.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Crack Extension, Lens Dust Spec"
synthetic_broken_rail_0035.jpg,broken_rail_014.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment, Contrast Adjustment"
synthetic_broken_rail_0036.jpg,broken_rail_013.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment, Histogram Equalization"
synthetic_broken_rail_0037.jpg,broken_rail_003.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment, Contrast Adjustment"
synthetic_broken_rail_0038.jpg,broken_rail_007.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Contrast Adjustment, Gaussian Blur"
synthetic_broken_rail_0039.jpg,broken_rail_007.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Histogram Equalization"
synthetic_broken_rail_0040.jpg,broken_rail_014.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment"
synthetic_broken_rail_0041.jpg,broken_rail_010.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Rain Weather Overlay"
synthetic_broken_rail_0042.jpg,broken_rail_022.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Gaussian Blur, Histogram Equalization"
synthetic_broken_rail_0043.jpg,broken_rail_013.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Fog Weather Overlay, Shadow Simulation"
synthetic_broken_rail_0044.jpg,broken_rail_006.jpg,broken_rail,Combined,"Rotation, Shadow Simulation, Lighting Variation"
synthetic_broken_rail_0045.jpg,broken_rail_014.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Crack Extension, Shadow Simulation"
synthetic_broken_rail_0046.jpg,broken_rail_012.jpg,broken_rail,Combined,"Rotation, Rust Texture, Lighting Variation"
synthetic_broken_rail_0047.jpg,broken_rail_005.jpg,broken_rail,Railway Defect Simulation,Shadow Simulation
synthetic_broken_rail_0048.jpg,broken_rail_022.jpg,broken_rail,Combined,"Rotation, Shadow Simulation, Lighting Variation"
synthetic_broken_rail_0049.jpg,broken_rail_003.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment, Histogram Equalization"
synthetic_broken_rail_0050.jpg,broken_rail_012.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Rain Weather Overlay, Shadow Simulation, Lens Dust Spec"
synthetic_broken_rail_0051.jpg,broken_rail_003.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Fog Weather Overlay, Lighting Variation"
synthetic_broken_rail_0052.jpg,broken_rail_018.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Rain Weather Overlay, Shadow Simulation"
synthetic_broken_rail_0053.jpg,broken_rail_007.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Contrast Adjustment, Gaussian Blur"
synthetic_broken_rail_0054.jpg,broken_rail_011.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Rain Weather Overlay, Shadow Simulation"
synthetic_broken_rail_0055.jpg,broken_rail_005.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment, Histogram Equalization"
synthetic_broken_rail_0056.jpg,broken_rail_012.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Lighting Variation"
synthetic_broken_rail_0057.jpg,broken_rail_017.jpg,broken_rail,Combined,"Rotation, Rust Texture, Lighting Variation"
synthetic_broken_rail_0058.jpg,broken_rail_006.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Contrast Adjustment"
synthetic_broken_rail_0059.jpg,broken_rail_013.jpg,broken_rail,Combined,"Rotation, Lighting Variation"
synthetic_broken_rail_0060.jpg,broken_rail_007.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Contrast Adjustment"
synthetic_broken_rail_0061.jpg,broken_rail_020.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment, Gaussian Blur, Histogram Equalization"
synthetic_broken_rail_0062.jpg,broken_rail_014.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Rain Weather Overlay, Lens Dust Spec"
synthetic_broken_rail_0063.jpg,broken_rail_019.jpg,broken_rail,Standard Augmentation,Rotation
synthetic_broken_rail_0064.jpg,broken_rail_010.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Gaussian Blur, Histogram Equalization"
synthetic_broken_rail_0065.jpg,broken_rail_003.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment"
synthetic_broken_rail_0066.jpg,broken_rail_006.jpg,broken_rail,Railway Defect Simulation,Crack Extension
synthetic_broken_rail_0067.jpg,broken_rail_010.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Lighting Variation"
synthetic_broken_rail_0068.jpg,broken_rail_010.jpg,broken_rail,Combined,"Rotation, Lighting Variation"
synthetic_broken_rail_0069.jpg,broken_rail_012.jpg,broken_rail,Combined,"Rotation, Crack Extension, Lighting Variation"
synthetic_broken_rail_0070.jpg,broken_rail_005.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Shadow Simulation, Lighting Variation"
synthetic_broken_rail_0071.jpg,broken_rail_015.jpg,broken_rail,Combined,"Rotation, Lighting Variation"
synthetic_broken_rail_0072.jpg,broken_rail_002.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Contrast Adjustment, Histogram Equalization"
synthetic_broken_rail_0073.jpg,broken_rail_013.jpg,broken_rail,Combined,"Rotation, Rust Texture, Lighting Variation"
synthetic_broken_rail_0074.jpg,broken_rail_003.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Crack Extension, Fog Weather Overlay, Shadow Simulation, Lens Dust Spec"
synthetic_broken_rail_0075.jpg,broken_rail_010.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment"
synthetic_broken_rail_0076.jpg,broken_rail_010.jpg,broken_rail,Railway Defect Simulation,
synthetic_broken_rail_0077.jpg,broken_rail_020.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Crack Extension, Lighting Variation"
synthetic_broken_rail_0078.jpg,broken_rail_019.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Gaussian Blur"
synthetic_broken_rail_0079.jpg,broken_rail_003.jpg,broken_rail,Combined,"Rotation, Rain Weather Overlay, Lighting Variation"
synthetic_broken_rail_0080.jpg,broken_rail_005.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Contrast Adjustment"
synthetic_broken_rail_0081.jpg,broken_rail_018.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Rain Weather Overlay, Shadow Simulation"
synthetic_broken_rail_0082.jpg,broken_rail_015.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Lighting Variation"
synthetic_broken_rail_0083.jpg,broken_rail_002.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Gaussian Blur"
synthetic_broken_rail_0084.jpg,broken_rail_022.jpg,broken_rail,Combined,"Rotation, Rust Texture, Lighting Variation"
synthetic_broken_rail_0085.jpg,broken_rail_005.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment, Contrast Adjustment"
synthetic_broken_rail_0086.jpg,broken_rail_022.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Contrast Adjustment, Gaussian Blur"
synthetic_broken_rail_0087.jpg,broken_rail_022.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Fog Weather Overlay, Shadow Simulation, Lens Dust Spec"
synthetic_broken_rail_0088.jpg,broken_rail_011.jpg,broken_rail,Railway Defect Simulation,Shadow Simulation
synthetic_broken_rail_0089.jpg,broken_rail_020.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Rust Texture, Lighting Variation"
synthetic_broken_rail_0090.jpg,broken_rail_017.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Fog Weather Overlay, Lens Dust Spec"
synthetic_broken_rail_0091.jpg,broken_rail_005.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Crack Extension, Rain Weather Overlay"
synthetic_broken_rail_0092.jpg,broken_rail_013.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Contrast Adjustment"
synthetic_broken_rail_0093.jpg,broken_rail_013.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Shadow Simulation, Lighting Variation"
synthetic_broken_rail_0094.jpg,broken_rail_019.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Crack Extension, Lighting Variation"
synthetic_broken_rail_0095.jpg,broken_rail_006.jpg,broken_rail,Standard Augmentation,Rotation
synthetic_broken_rail_0096.jpg,broken_rail_011.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment"
synthetic_broken_rail_0097.jpg,broken_rail_020.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment, Histogram Equalization"
synthetic_broken_rail_0098.jpg,broken_rail_007.jpg,broken_rail,Railway Defect Simulation,Crack Extension
synthetic_broken_rail_0099.jpg,broken_rail_019.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Shadow Simulation, Lighting Variation"
synthetic_broken_rail_0100.jpg,broken_rail_019.jpg,broken_rail,Combined,"Rotation, Crack Extension, Lighting Variation"
synthetic_broken_rail_0101.jpg,broken_rail_003.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Contrast Adjustment"
synthetic_broken_rail_0102.jpg,broken_rail_019.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Rain Weather Overlay, Lighting Variation"
synthetic_broken_rail_0103.jpg,broken_rail_015.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Crack Extension, Lighting Variation"
synthetic_broken_rail_0104.jpg,broken_rail_017.jpg,broken_rail,Combined,"Rotation, Crack Extension, Lighting Variation"
synthetic_broken_rail_0105.jpg,broken_rail_010.jpg,broken_rail,Combined,"Rotation, Rain Weather Overlay, Lighting Variation"
synthetic_broken_rail_0106.jpg,broken_rail_015.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Rust Texture, Lighting Variation"
synthetic_broken_rail_0107.jpg,broken_rail_011.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Fog Weather Overlay, Shadow Simulation, Lens Dust Spec"
synthetic_broken_rail_0108.jpg,broken_rail_002.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment"
synthetic_broken_rail_0109.jpg,broken_rail_006.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment"
synthetic_broken_rail_0110.jpg,broken_rail_020.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Rain Weather Overlay, Lens Dust Spec"
synthetic_broken_rail_0111.jpg,broken_rail_011.jpg,broken_rail,Combined,"Rotation, Rust Texture, Lighting Variation"
synthetic_broken_rail_0112.jpg,broken_rail_017.jpg,broken_rail,Railway Defect Simulation,Lens Dust Spec
synthetic_broken_rail_0113.jpg,broken_rail_019.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Contrast Adjustment"
synthetic_broken_rail_0114.jpg,broken_rail_002.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Fog Weather Overlay"
synthetic_broken_rail_0115.jpg,broken_rail_019.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Rust Texture, Lighting Variation"
synthetic_broken_rail_0116.jpg,broken_rail_022.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Shadow Simulation, Lens Dust Spec"
synthetic_broken_rail_0117.jpg,broken_rail_005.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Crack Extension, Lens Dust Spec"
synthetic_broken_rail_0118.jpg,broken_rail_011.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Rain Weather Overlay, Lens Dust Spec"
synthetic_broken_rail_0119.jpg,broken_rail_014.jpg,broken_rail,Railway Defect Simulation,Rain Weather Overlay
synthetic_broken_rail_0120.jpg,broken_rail_013.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Rain Weather Overlay"
synthetic_broken_rail_0121.jpg,broken_rail_011.jpg,broken_rail,Standard Augmentation,"Rotation, Histogram Equalization"
synthetic_broken_rail_0122.jpg,broken_rail_003.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Rain Weather Overlay, Lighting Variation"
synthetic_broken_rail_0123.jpg,broken_rail_003.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Fog Weather Overlay, Shadow Simulation"
synthetic_broken_rail_0124.jpg,broken_rail_010.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment"
synthetic_broken_rail_0125.jpg,broken_rail_018.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Crack Extension, Lens Dust Spec"
synthetic_broken_rail_0126.jpg,broken_rail_005.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Lighting Variation"
synthetic_broken_rail_0127.jpg,broken_rail_015.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Rust Texture, Lighting Variation"
synthetic_broken_rail_0128.jpg,broken_rail_020.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Rust Texture, Lighting Variation"
synthetic_broken_rail_0129.jpg,broken_rail_022.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment"
synthetic_broken_rail_0130.jpg,broken_rail_010.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Fog Weather Overlay, Shadow Simulation"
synthetic_broken_rail_0131.jpg,broken_rail_015.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Crack Extension, Rain Weather Overlay"
synthetic_broken_rail_0132.jpg,broken_rail_022.jpg,broken_rail,Railway Defect Simulation,Fog Weather Overlay
synthetic_broken_rail_0133.jpg,broken_rail_013.jpg,broken_rail,Railway Defect Simulation,Crack Extension
synthetic_broken_rail_0134.jpg,broken_rail_014.jpg,broken_rail,Standard Augmentation,Rotation
synthetic_broken_rail_0135.jpg,broken_rail_012.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Rust Texture, Lighting Variation"
synthetic_broken_rail_0136.jpg,broken_rail_020.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Contrast Adjustment"
synthetic_broken_rail_0137.jpg,broken_rail_022.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Gaussian Blur"
synthetic_broken_rail_0138.jpg,broken_rail_018.jpg,broken_rail,Combined,"Rotation, Fog Weather Overlay, Lighting Variation"
synthetic_broken_rail_0139.jpg,broken_rail_014.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Shadow Simulation"
synthetic_broken_rail_0140.jpg,broken_rail_006.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Histogram Equalization"
synthetic_broken_rail_0141.jpg,broken_rail_020.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Contrast Adjustment, Gaussian Blur"
synthetic_broken_rail_0142.jpg,broken_rail_012.jpg,broken_rail,Standard Augmentation,Rotation
synthetic_broken_rail_0143.jpg,broken_rail_002.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Lens Dust Spec"
synthetic_broken_rail_0144.jpg,broken_rail_015.jpg,broken_rail,Combined,"Rotation, Shadow Simulation, Lighting Variation"
synthetic_broken_rail_0145.jpg,broken_rail_016.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment, Histogram Equalization"
